PSNR_RRGB
C:\Users\Manh Luu\Pictures\Camera Roll\video phat(mạnh).mp4
C:\Users\Manh Luu\Pictures\Camera Roll\video thu(mạnh).mp4
AVG: 21.20054054
16.06599426
15.75614738
14.61525917
11.67452049
8.854221344
15.49924660
10.35769558
11.35965252
15.05614853
15.88301182
9.748243332
11.70171738
16.01305771
10.22312069
10.19697666
10.26077175
18.13975906
11.11562920
19.59514999
9.630553246
12.18630600
15.29413700
13.47677803
8.786672592
10.03102303
17.34367180
16.94250298
16.80690765
10.60989380
9.769187927
15.24029160
16.46324348
16.00417709
9.209360123
16.76793861
11.48824120
12.53108215
12.51125717
12.21960449
9.904598236
12.69058609
12.93639183
17.70320129
20.09423065
14.43268871
15.61276340
9.276580811
13.18076134
18.20860481
11.32870579
9.898117065
9.450579643
15.43807602
15.64173222
17.37960052
18.21438026
16.80655479
11.00269413
13.15337086
10.84422016
9.639796257
14.04701328
18.06854057
17.23653030
16.39751053
11.68037224
8.934210777
11.47219086
16.03471947
10.81467724
16.33451843
18.33384132
19.62766838
17.36384583
15.75644970
10.81378937
10.42176628
8.644668579
9.369359970
17.43497086
9.053246498
13.42331123
10.67442703
9.626630783
9.194306374
13.11543655
11.17798710
12.99314976
11.13492107
9.045717239
11.03957939
18.00184822
15.45248604
17.23040390
16.67357254
9.621318817
17.00032043
10.70313931
10.51959133
11.69342518
19.14111900
9.821365356
13.28691292
15.72549057
13.03038979
15.38306808
12.55393791
16.55005264
10.05533314
10.94898319
9.621395111
8.744674683
9.253064156
15.43556690
13.35166550
10.26291370
14.20163918
14.39559078
18.16059685
10.01745605
16.50222397
14.87512016
15.05682468
12.90690517
16.52175713
10.35844231
15.24197769
12.28595352
17.13325882
13.34354305
13.73566818
12.91234398
10.41011715
9.053199768
16.84927368
11.14098930
19.32802582
9.466837883
8.705067635
10.64644909
15.67452431
15.92522430
17.43518066
10.17026138
9.590695381
16.33283424
16.00052643
11.47526169
15.95598030
12.15276814
10.15872478
10.58341217
12.85105515
9.940759659
14.33417416
15.37895393
16.96856499
15.67735863
16.65675354
15.27767086
16.89532280
13.92418861
14.12061119
11.24915504
15.48604774
17.21352768
9.920982361
10.32002449
14.35406303
17.42112160
15.60328579
17.72933388
16.47692871
9.038799286
15.45970821
14.27261925
10.02889442
20.75435448
18.45846176
9.455746651
10.08446789
10.81524277
15.23342323
16.45114326
9.139161110
20.38596153
10.22447777
10.49280357
32.64779282
39.42914581
32.15741348
32.95663452
36.53544998
32.00128937
31.51554108
29.80618286
32.42227936
31.09255219
35.81939316
32.24868393
33.46100616
29.64566422
30.05816460
35.42428589
31.44388008
29.93378067
35.20466614
32.10360718
31.92290115
41.65085602
36.71596909
34.95334625
31.56399536
40.12783432
37.31581497
32.85752487
33.97710419
